Title	DOI	Abstract	MeSH_Terms	Pubmed link	drug_name_list	pubchem_id_list	PMID	Pubdate
Effects of alcohol on spontaneous neuronal oscillations: a combined magnetoencephalography and electroencephalography study.	DOI: 10.1016/j.pnpbp.2005.04.014	Electroencephalography (EEG) and magnetoencephalography (MEG) can detect different aspects of alcohol effects on auditory processing measured with event-related potentials and magnetic fields. The present study aimed to detect alcohol-induced changes in spontaneous neuronal oscillations with combined EEG and MEG techniques. The effects of alcohol on spontaneous neuronal rhythms were studied in 12 healthy subjects after 0.8 g/kg alcohol or juice in a double-blind, placebo-controlled, cross-over design using simultaneous high-resolution MEG and EEG in eyes-open and eyes-closed conditions. The data were analyzed with a power spectral density analysis. MEG recording showed that alcohol significantly increased the relative power of alpha rhythm (8-10 Hz) and reduced the relative power of beta activity (17-25 Hz) in both left and right hemispheres, but only in the eyes-closed condition. These effects did not depend on gender. No analogous statistically significant changes were observed in EEG rhythms. However, the power of alpha and beta rhythms was positively correlated in MEG and EEG recordings, indicating that MEG and EEG reflect similar processes. A distinct sensitivity of MEG and EEG to the sources of cortical oscillations, a better signal-to-noise ratio of MEG, as well as strong spatial blurring of potentials in EEG are most likely the reasons for the observed differences in the effects of alcohol on spontaneous oscillations as detected with two methods.	['Adult', 'Central Nervous System Depressantsbloodpharmacology', 'Cross-Over Studies', 'Double-Blind Method', 'Electroencephalographydrug effects', 'Ethanolbloodpharmacology', 'Female', 'Functional Lateralityphysiology', 'Humans', 'Magnetoencephalographydrug effects', 'Male', 'Neuronsdrug effects', 'Sex Characteristics']	https://pubmed.ncbi.nlm.nih.gov/15905011/	['Ethanol']	[702]	15905011	['2005', 'Jun']
Impairment of Neuroplasticity in the Dorsolateral Prefrontal Cortex by Alcohol.	DOI: 10.1038/s41598-017-04764-9	Previous studies have demonstrated that alcohol consumption impairs neuroplasticity in the motor cortex. However, it is unknown whether alcohol produces a similar impairment of neuroplasticity in the dorsolateral prefrontal cortex (DLPFC), a brain region that plays an important role in cognitive functioning. The aim of the current study was to evaluate the effect of alcohol intoxication on neuroplasticity in the DLPFC. Paired associative stimulation (PAS) combined with electroencephalography (EEG) was used for the induction and measurement of associative LTP-like neuroplasticity in the DLPFC. Fifteen healthy subjects were administered PAS to the DLPFC following consumption of an alcohol (1.5 g/l of body water) or placebo beverage in a within-subject cross-over design. PAS induced neuroplasticity was indexed up to 60 minutes following PAS. Additionally, the effect of alcohol on PAS-induced potentiation of theta-gamma coupling (an index associated with learning and memory) was examined prior to and following PAS. Alcohol consumption resulted in a significant impairment of mean (t = 2.456, df = 13, p = 0.029) and maximum potentiation (t = -2.945, df = 13, p = 0.011) compared to the placebo beverage in the DLPFC and globally. Alcohol also suppressed the potentiation of theta-gamma coupling by PAS. Findings from the present study provide a potential neurophysiological mechanism for impairment of cognitive functioning by alcohol.	['Adult', 'Alcoholic Intoxicationetiologypathology', 'Central Nervous System Depressantsadverse effects', 'Cross-Over Studies', 'Ethanoladverse effects', 'Evoked Potentials, Motordrug effects', 'Female', 'Humans', 'Male', 'Middle Aged', 'Neuronal Plasticity', 'Prefrontal Cortexdrug effectspathology', 'Transcranial Magnetic Stimulation', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/28706262/	['Ethanol']	[702]	28706262	['2017', 'Jul']
Does timing of alcohol administration affect sleep?	DOI: 10.1093/sleep/34.2.195	To explore the time of day effects of alcohol on sleep, we examined sleep following alcohol administered at four times of day and three homeostatic loads during a 20-hr forced desynchrony (FD) protocol.	['Adult', 'Breath Tests', 'Central Nervous System Depressantsadministration & dosagepharmacology', 'Circadian Rhythmdrug effects', 'Dose-Response Relationship, Drug', 'Double-Blind Method', 'Electroencephalographydrug effects', 'Ethanoladministration & dosagepharmacology', 'Female', 'Humans', 'Male', 'Polysomnographydrug effects', 'Reference Values', 'Salivadrug effectsmetabolism', 'Sleep Stagesdrug effects', 'Time Factors', 'Wakefulnessdrug effects', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/21286495/	['Ethanol']	[702]	21286495	['2011', 'Feb']
Late-afternoon ethanol intake affects nocturnal sleep and the sleep EEG in middle-aged men.	DOI: 10.1097/00004714-199612000-00004	The effect of a moderate dose of ethanol (0.55 g/kg of body weight), administered 6 hours before scheduled bedtime, on performance, nocturnal sleep, and the sleep electroencephalogram (EEG) was investigated in 10 healthy, middle-aged men (mean age: 61.6 +/- 0.9 years). By the beginning of the sleep episode, breath-ethanol concentrations had declined to zero in all subjects. Compared with the control condition (mineral water), sleep was perceived as more superficial. Sleep efficiency, total sleep time, stage 1, and rapid eye movement (REM) sleep were reduced. In the second half of the sleep episode, wakefulness exhibited a twofold increase. EEG power density in low delta frequencies was enhanced in non-REM sleep (1.25-2.5 Hz) and REM sleep (1.25-1.5 Hz). In slow wave sleep (i.e., stages 3 + 4), power density was increased not only in the low-frequency range (1.25-1.5, 2.25-4.0, 4.75-5.0 Hz) but also within the alpha (8.25-9.0 Hz) and sigma (12.25-13.0 Hz) band. The data demonstrate that late-afternoon ethanol intake in middle-aged men disrupts sleep consolidation, affects the sleep stage distribution, and alters the sleep EEG.	['Caffeinemetabolism', 'Central Nervous System Depressantspharmacokineticspharmacology', 'Central Nervous System Stimulantsmetabolism', 'Electroencephalographydrug effects', 'Ethanolpharmacokineticspharmacology', 'Humans', 'Male', 'Middle Aged', 'Polysomnographydrug effects', 'Psychomotor Performancedrug effects', 'Salivametabolism', 'Sleepdrug effects', 'Sleep Stagesdrug effects', 'Sleep, REMdrug effects', 'Wakefulnessdrug effects']	https://pubmed.ncbi.nlm.nih.gov/8959467/	['Ethanol', 'Xanthine']	[702, 1188]	8959467	['1996', 'Dec']
Frontal EEG response to alcohol craving elicited by individually tailored video cues.	DOI: 10.1016/j.alcohol.2023.05.005	Most findings on the pathophysiology of alcoholism are based on studies using resting-state electroencephalography (EEG). There are few studies on cue-induced craving and on its utility as an electrophysiological index. We examined quantitative EEG (qEEG) activities in alcoholics and social drinkers exposed to video cues and compared their association with subjective alcohol craving and other related psychiatric symptoms, including anxiety and depression.	['Adult', 'Humans', 'Male', 'Alcoholismpsychology', 'Craving', 'Alcohol Drinkingpsychology', 'Cues', 'Ethanol', 'Electroencephalography']	https://pubmed.ncbi.nlm.nih.gov/37225110/	['Ethanol']	[702]	37225110	['2023', 'Nov']
The acute effects of alcohol on sleep electroencephalogram power spectra in late adolescence.	DOI: 10.1111/acer.12621	Alcohol's effect on sleep electroencephalogram (EEG) power spectra during late adolescence is of interest given that this age group shows both dramatic increases in alcohol consumption and major sleep-related developmental changes in quantitative EEG measures. This study examined the effect of alcohol on sleep EEG power spectra in 18- to 21-year-old college students.	['Adolescent', 'Arousaldrug effects', 'Braindrug effects', 'Central Nervous System Depressantspharmacology', 'Electroencephalography', 'Ethanolpharmacology', 'Female', 'Frontal Lobedrug effects', 'Humans', 'Male', 'Polysomnography', 'Sleepdrug effects', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/25597245/	['Ethanol']	[702]	25597245	['2015', 'Feb']
Alcohol reduces prefrontal cortical excitability in humans: a combined TMS and EEG study.	DOI: 10.1038/sj.npp.1300099	The effects of alcohol (0.8 g/kg) on the prefrontal cortex were studied in nine healthy subjects using the technique of transcranial magnetic stimulation (TMS) combined with electroencephalography (EEG). A total of 120 magnetic pulses were delivered with a figure-of-eight coil to the left prefrontal cortex at the rate of 0.4-0.7 Hz. The EEG was recorded simultaneously with 60 scalp electrodes (41 electrodes were used for analysis); the TMS-evoked activation was estimated by the area under the global mean field amplitude (GMFA) time curve. TMS caused changes in EEG activity lasting up to 270 ms poststimulus. Alcohol decreased GMFA at 30-270 ms poststimulus (713+/-303 vs 478+/-142 microV ms; p=0.007). Alcohol-induced differences were most pronounced at anterior electrodes. These results suggest that alcohol reduces the excitability in the prefrontal cortex.	['Adult', 'Analysis of Variance', 'Electroencephalographydrug effects', 'Ethanolpharmacology', 'Evoked Potentials, Motordrug effectsphysiology', 'Humans', 'Magnetics', 'Male', 'Prefrontal Cortexdrug effectsphysiology']	https://pubmed.ncbi.nlm.nih.gov/12655321/	['Ethanol']	[702]	12655321	['2003', 'Apr']
The effects of ethanol on human sleep EEG power spectra differ from those of benzodiazepine receptor agonists.		A single dose of ethanol (0.60 g/kg of body weight) was administered to eight young healthy male subjects 35 minutes before bedtime. Compared to the average value of two baseline nights, subjective sleep and polysomnographically determined sleep parameters were not significantly affected. In the first 2 hours of sleep after ethanol intake, the combined value of wakefulness, stage 1, and movement time was reduced. In this interval, visually scored stage 4 sleep was increased, and electroencephalographic (EEG) power density in nonrapid-eye-movement (nonREM) sleep was enhanced in the lowest delta frequencies and reduced in the beta range. Computed for the entire sleep episode, power density in REM sleep was enhanced in some theta frequencies. In the sleep episode initiated 24 hours after ethanol intake, power density in nonREM and REM sleep was enhanced in delta and theta frequencies, and the subjectively perceived number of awakenings was reduced. The effects of ethanol on EEG power spectra during sleep differ from those published for benzodiazepine and nonbenzodiazepine hypnotics. This indicates that the effects of ethanol on the human sleep EEG are not mediated by the benzodiazepine receptor.	['Adult', 'Analysis of Variance', 'Electroencephalographydrug effects', 'Ethanolpharmacology', 'Humans', 'Male', 'Reaction Timephysiology', 'Receptors, GABA-Adrug effects', 'Signal Processing, Computer-Assisted', 'Sleepdrug effectsphysiology', 'Sleep Stagesdrug effectsphysiology']	https://pubmed.ncbi.nlm.nih.gov/1326982/	['Ethanol', 'Benzodiazepine']	[702, 134664]	1326982	['1992', 'Nov']
Specific sleepiness symptoms are indicators of performance impairment during sleep deprivation.	DOI: 10.1016/j.aap.2013.09.003	"Drivers are not always aware that they are becoming impaired as a result of sleepiness. Using specific symptoms of sleepiness might assist with recognition of drowsiness related impairment and help drivers judge whether they are safe to drive a vehicle, however this has not been evaluated. In this study, 20 healthy volunteer professional drivers completed two randomized sessions in the laboratory - one under 24h of acute sleep deprivation, and one with alcohol. The Psychomotor Vigilance Task (PVT) and a 30min simulated driving task (AusEdTM) were performed every 3-4h in the sleep deprivation session, and at a BAC of 0.00% and 0.05% in the alcohol session, while electroencephalography (EEG) and eye movements were recorded. After each test session, drivers completed the Karolinska Sleepiness Scale (KSS) and the Sleepiness Symptoms Questionnaire (SSQ), which includes eight specific sleepiness and driving performance symptoms. A second baseline session was completed on a separate day by the professional drivers and in an additional 20 non-professional drivers for test-retest reliability. There was moderate test-retest agreement on the SSQ (r=0.59). Significant correlations were identified between individual sleepiness symptoms and the KSS score (r values 0.50-0.74, p<0.01 for all symptoms). The frequency of all SSQ items increased during sleep deprivation (χ(2) values of 28.4-80.2, p<0.01 for all symptoms) and symptoms were related to increased subjective sleepiness and performance deterioration. The symptoms ""struggling to keep your eyes open"", ""difficulty maintaining correct speed"", ""reactions were slow"" and ""head dropping down"" were most closely related to increased alpha and theta activity on EEG (r values 0.49-0.59, p<0.001) and ""nodding off to sleep"" and ""struggling to keep your eyes open"" were related to slow eye movements (r values 0.67 and 0.64, p<0.001). Symptoms related to visual disturbance and impaired driving performance were most accurate at detecting severely impaired driving performance (AUC on ROC curve of 0.86-0.91 for detecting change in lateral lane position greater than the change at a BAC of 0.05%). Individual sleepiness symptoms are related to impairment during acute sleep deprivation and might be able to assist drivers in recognizing their own sleepiness and ability to drive safely."	['Adult', 'Alcoholic Beverages', 'Attention', 'Automobile Driving', 'Braindrug effectsphysiopathology', 'Central Nervous System Depressantspharmacology', 'Computer Simulation', 'Electroencephalography', 'Ethanolpharmacology', 'Eye Movement Measurements', 'Female', 'Humans', 'Male', 'Middle Aged', 'Psychomotor Performancedrug effectsphysiology', 'Sleep Deprivationdiagnosisphysiopathology', 'Sleep Stagesphysiology', 'Surveys and Questionnaires']	https://pubmed.ncbi.nlm.nih.gov/24125802/	['Ethanol']	[702]	24125802	['2014', 'Jan']
Effects of alcohol on sleep parameters of sleep-deprived healthy volunteers.	DOI: 10.1093/sleep/20.1.52	Both partial and total sleep deprivation frequently result in a rebound of paradoxical sleep (PS), as well as of slow-wave or delta sleep. Acute administration of ethanol inhibits PS in normal volunteers. This effect is dose-dependent and consists of increased latency to and reduced duration of paradoxical sleep. It has also been shown that PS rebound may occur on the same night, as blood alcohol concentration (BAC) declines. The present study examined the effects of sleep deprivation prior to ethanol administration on nocturnal-sleep parameters in healthy male volunteers. Polysomnograms were performed with a randomized, crossover design on baseline, placebo, post-placebo, ethanol (0.9 g/kg), and post-ethanol recovery nights. Subjects were submitted to partial (PSD) (n = 6) or total (TSD) (n = 6) sleep deprivation for 40 hours before placebo or ethanol conditions. Results evidenced a PS inhibition after ethanol treatment in both deprivation groups, despite their sleep debt (PSD, placebo = 103.7 minutes and ethanol = 72.7 minutes; TSD, placebo = 111.8 minutes and ethanol = 76.6 minutes). This inhibition was BAC-dependent and specific to PS, since delta sleep remained unaltered. These effects could be due to the reduction of cholinergic release and/or glutamatergic inhibition, both of which modulate acetylcholine release.	['Adult', 'Delta Rhythmdrug effects', 'Ethanolbloodpharmacology', 'Humans', 'Male', 'Polysomnography', 'Sleepdrug effects', 'Sleep Deprivation', 'Wakefulness']	https://pubmed.ncbi.nlm.nih.gov/9130335/	['Ethanol', 'Acetylcholine']	[702, 187]	9130335	['1997', 'Jan']
Serotonergic ethanol effects and auditory evoked dipole activity in alcoholic and healthy subjects.	DOI: 10.1016/0165-1781(96)02796-5	Ethanol has central serotonergic effects that may be of pathogenetic importance in a subgroup of alcohol-dependent patients with a central serotonergic hypofunction. Recent results indicate that pronounced amplitude increases of auditory evoked responses (tangential dipoles, N1/P2 component) with increasing stimulus intensity (loudness) may be an indicator of such a low serotonergic neurotransmission. Because of its serotonin-agonistic effects, ethanol can be expected to decrease this intensity dependence. Twenty-eight alcoholic patients were studied both in the intoxication phase and after 1 week of withdrawal. A reduced intensity dependence of the tangential dipole activity was observed in the intoxicated state. Correspondingly, a reduction of this parameter was found in 14 healthy subjects after an ethanol load (1 g/kg, p.o.).	['Adult', 'Aged', 'Alcohol Withdrawal Deliriumphysiopathologypsychology', 'Alcoholic Intoxicationphysiopathologypsychologyrehabilitation', 'Alcoholismphysiopathologypsychologyrehabilitation', 'Arousaldrug effectsphysiology', 'Biomarkers', 'Braindrug effectsphysiopathology', 'Brain Mapping', 'Electroencephalographydrug effects', 'Ethanoladministration & dosagepharmacokinetics', 'Evoked Potentials, Auditorydrug effectsphysiology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Neurologic Examination', 'Receptors, Serotonindrug effectsphysiology', 'Reference Values', 'Serotoninphysiology', 'Signal Processing, Computer-Assisted', 'Transferrinanalogs & derivativesmetabolism']	https://pubmed.ncbi.nlm.nih.gov/8832773/	['Ethanol', 'SEROTONIN']	[702, 5202]	8832773	['1996', 'Jun']
Acute alcohol intoxication and expectations reshape the spatiotemporal functional architecture of executive control.	DOI: 10.1016/j.neuroimage.2020.116811	While the deleterious effects of acute ethyl alcohol intoxication on executive control are well-established, the underlying spatiotemporal brain mechanisms remain largely unresolved. In addition, since the effects of alcohol are noticeable to participants, isolating the effects of the substance from those related to expectations represents a major challenge. We addressed these issues using a double-blind, randomized, parallel, placebo-controlled experimental design comparing the behavioral and electrical neuroimaging acute effects of 0.6 vs 0.02 ​g/kg alcohol intake recorded in 65 healthy adults during an inhibitory control Go/NoGo task. Topographic ERP analyses of covariance with self-reported dose expectations allowed to dissociate their neurophysiological effects from those of the substance. While alcohol intoxication increased response time variability and post-error slowing, bayesian analyses indicated that it did not modify commission error rates. Functionally, alcohol induced topographic ERP modulations over the periods of the stimulus-locked N2 and P3 components, arising from pre-supplementary motor and anterior cingulate areas. In contrast, alcohol decreased the strength of the response-locked anterior cingulate error-related component but not its topography. This pattern indicates that alcohol had a locally specific influence within the executive control network, but disrupted performance monitoring processes via global strength-based mechanisms. We further revealed that alcohol-related expectations induced temporally specific functional modulations of the early N2 stimulus-locked medio-lateral prefrontal activity, a processing phase preceding those influenced by the actual alcohol intake. Our collective findings thus not only reveal the mechanisms underlying alcohol-induced impairments in impulse control and error processing, but also dissociate substance- from expectations- related functional effects.	['Adult', 'Alcoholic Intoxicationphysiopathologypsychology', 'Braindrug effectsphysiology', 'Electroencephalographydrug effectsmethods', 'Ethanoladministration & dosage', 'Evoked Potentialsdrug effectsphysiology', 'Executive Functiondrug effectsphysiology', 'Female', 'Humans', 'Male', 'Motivationdrug effectsphysiology', 'Nerve Netdrug effectsphysiology', 'Photic Stimulationmethods', 'Psychomotor Performancedrug effectsphysiology', 'Reaction Timedrug effectsphysiology', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/32276071/	['Ethanol']	[702]	32276071	['2020', 'Jul']
Dipole estimation of alpha EEG during alcohol ingestion in males genotypes for ALDH2.	DOI: 10.1016/s0024-3205(00)00707-4	Using a dipole tracing method based on the two-dipole model, the purpose of the present study was to investigate alcohol-induced changes in the alpha band of electroencephalogram (EEG) and its equivalent current dipoles (ECDs) in 12 healthy male volunteers, who were genetically typed for mitochondrial aldehyde dehydrogenase-2 (ALDH2). The alpha power and the mean interval dipolarity, which represents the goodness of fit of alpha EEG with the two-dipole model, increased at 30 min after 0.75 ml/kg of alcohol ingestion, when breath alcohol concentration showed its peak. However, the location of ECDs and distribution of alpha EEG did not change after alcohol ingestion. These findings indicate that alcohol enhances alpha EEG but does not change the location of its electrical sources. Interestingly, the time course of alcohol-induced EEG changes differed significantly according to the aversive flushing reaction after its intake. From 60 to 120 min, the non-flushing group which had homozygous ALDH2* 1 (active type) displayed significant increase not only in the alpha power but also in the interval dipolarity compared to the baseline, whereas the flushing group with heterozygous ALDH2*1/2*2 (inactive type) did not exhibit this significant increase. The difference in the time course was discussed from the viewpoint of the protective effect of ALDH2*2 allele against the risk for alcoholism. These results suggest that the dipole tracing method could provide an alternative neurophysiological marker for the risk for alcoholism.	['Adult', 'Alcohol Drinkinggeneticsphysiopathology', 'Aldehyde Dehydrogenasegenetics', 'Aldehyde Dehydrogenase, Mitochondrial', 'Alpha Rhythmdrug effectsmethods', 'Breath Tests', 'Ethanolpharmacokineticspharmacology', 'Flushingchemically inducedenzymologygenetics', 'Genotype', 'Humans', 'Male', 'Mitochondria, Liverenzymology']	https://pubmed.ncbi.nlm.nih.gov/10954050/	['Ethanol']	[702]	10954050	['2000']
The differentiated networks related to essential tremor onset and its amplitude modulation after alcohol intake.	DOI: 10.1016/j.expneurol.2017.07.013	The dysregulation of endogenous rhythms within brain networks have been implicated in a broad range of motor and non-motor pathologies. Essential tremor (ET), classically the purview of a single aberrant pacemaker, has recently become associated with network-level dysfunction across multiple brain regions. Specifically, it has been suggested that motor cortex constitutes an important node in a tremor-generating network involving the cerebellum. Yet the mechanisms by which these regions relate to tremor remain a matter of considerable debate. We sought to discriminate the contributions of cerebral and cerebellar dysregulation by combining high-density electroencephalography with subject-specific structural MRI. For that, we contrasted ET with voluntary (mimicked) tremor before and after ingestion of alcohol to regulate the tremorgenic networks. Our results demonstrate distinct loci of cortical tremor coherence, most pronounced over the sensorimotor cortices in healthy controls, but more frontal motor areas in ET-patients consistent with a heightened involvement of the supplementary motor area. We further demonstrate that the reduction in tremor amplitude associated with alcohol intake is reflected in altered cerebellar - but not cerebral - coupling with movement. Taken together, these findings implicate tremor emergence as principally associated with increases in activity within frontal motor regions, whereas modulation of the amplitude of established tremor relates to changes in cerebellar activity. These findings progress a mechanistic understanding of ET and implicate network-level vulnerabilities in the rhythmic nature of communication throughout the brain.	['Adult', 'Aged', 'Alcohol Drinkingtrends', 'Cerebellumdiagnostic imagingdrug effectsphysiopathology', 'Cerebral Cortexdiagnostic imagingdrug effectsphysiopathology', 'Electroencephalographydrug effectsmethods', 'Essential Tremordiagnostic imagingphysiopathology', 'Ethanoladministration & dosage', 'Female', 'Humans', 'Male', 'Middle Aged', 'Nerve Netdiagnostic imagingdrug effectsphysiopathology', 'Photic Stimulationmethods', 'Psychomotor Performancedrug effectsphysiology', 'Reaction Timedrug effectsphysiology']	https://pubmed.ncbi.nlm.nih.gov/28754506/	['Ethanol']	[702]	28754506	['2017', 'Nov']
The effects of inhibitory control training on alcohol consumption, implicit alcohol-related cognitions and brain electrical activity.	DOI: 10.1016/j.ijpsycho.2013.04.011	This study aimed to replicate findings that alcohol consumption and positive implicit beer-related cognitions can be reduced using inhibitory control (IC) training, with the addition of an active training control. Frontal EEG asymmetry, an objective psychophysiological index of approach motivation, was used as a dependent measure to examine training outcomes. Participants were randomly assigned to one of two IC training conditions (Beer NoGo or Beer Go) or a Brief Alcohol Intervention (BAI) (i.e. the active training control). The IC training tasks consistently paired a stimulus that required a response with images of water (Beer NoGo) or images of beer (Beer Go). Alcohol consumption and implicit beer-related cognitions were measured at pre-training, post-training and at one week follow-up. Frontal EEG asymmetry was recorded during a passive image viewing task that presented neutral, healthy, and beer stimuli - at pre-training, post-training and follow-up. Participants in the Beer NoGo and BAI conditions consumed less beer in a taste test immediately after training than Beer Go participants, suggesting that IC training may be as effective as the already established BAI. The taste test findings were in line with the frontal EEG asymmetry data, which indicated that approach motivation for beer stimuli was altered in the expected directions. However, the positive correlation between post-training frontal EEG asymmetry data and taste test consumption was not significant. While there were no significant changes in implicit beer-related cognitions following training, a trending positive relationship between implicit beer-related cognitions at post-training and taste test consumption was reported. Further exploration addressing the limitations of the current study is required in order to clarify the implications of these findings.	['Adolescent', 'Adult', 'Alcohol Drinkingpathologyphysiopathologypsychology', 'Analysis of Variance', 'Beeradverse effects', 'Brainphysiopathology', 'Brain Mapping', 'Brain Wavesphysiology', 'Cognition Disordersetiologypsychologyrehabilitation', 'Cues', 'Electroencephalography', 'Ethanoladverse effects', 'Female', 'Frontal Lobephysiopathology', 'Humans', 'Imagery, Psychotherapy', 'Inhibition, Psychological', 'Male', 'Neuropsychological Tests', 'Photic Stimulation', 'Young Adult']	https://pubmed.ncbi.nlm.nih.gov/23623953/	['Ethanol']	[702]	23623953	['2013', 'Sep']
